order_id,order_reference,order_date,delivery_date,customer_id,customer_name,company,salesperson,region,country,city,product_id,product_name,product_category,product_brand,quantity,unit_price,gross_sales,discount,net_sales,tax,cost,revenue,profit,profit_margin_pct,shipping_cost,payment_method,order_status,warehouse,currency,exchange_rate,sales_channel,campaign_source,created_at
ORD-10137,REF-2023-515594,2023-11-29 09:00:00,2023-12-03,CUST-740,Customer_157,Company_186 LLC,Rep_8,Asia Pacific,Japan,Japan_City,PRD-2758,Logitech Office Supplies Model 84,Office Supplies,Logitech,11,564.05,6204.55,1240.91,4963.64,397.09,2892.62,5360.7300000000005,2071.02,38.63,0.0,Credit Card,Delivered,WH-East,USD,1.0,Retail,Referral,2023-11-29 08:55:00
ORD-10138,REF-2023-600905,2023-03-09 18:00:00,2023-03-14,CUST-172,Customer_118,Company_99 LLC,Rep_3,Latin America,Brazil,Brazil_City,PRD-3993,IKEA Electronics Model 14,Electronics,IKEA,16,1482.35,23717.6,2371.76,21345.839999999997,1707.67,16071.34,23053.509999999995,5274.5,22.88,0.0,Credit Card,Delivered,WH-Central,USD,1.0,Retail,Referral,2023-03-09 17:10:00
ORD-10139,REF-2023-258727,2023-03-10 20:00:00,2023-03-22,CUST-521,Customer_316,Company_176 LLC,Rep_15,Europe,UK,UK_City,PRD-4522,Sony Electronics Model 28,Electronics,Sony,57,533.27,30396.39,0.0,30396.39,2431.71,19795.1,32828.1,10601.29,32.29,0.0,Credit Card,Shipped,WH-West,USD,1.0,Online,None,2023-03-10 19:13:00
ORD-10140,REF-2023-856211,2023-07-16 11:00:00,2023-07-24,CUST-722,Customer_146,Company_200 LLC,Rep_1,Asia Pacific,Japan,Japan_City,PRD-4472,Logitech Furniture Model 85,Furniture,Logitech,83,135.53,11248.99,1687.35,9561.64,764.93,7203.85,10326.57,2357.79,22.83,0.0,Bank Transfer,Delivered,WH-Asia,USD,1.0,Retail,Referral,2023-07-16 10:41:00
ORD-10141,REF-2023-112653,2023-11-27 01:00:00,2023-12-11,CUST-469,Customer_479,Company_82 LLC,Rep_5,Europe,Germany,Germany_City,PRD-2584,Dell Software Model 73,Software,Dell,31,754.38,23385.78,3507.87,19877.91,1590.23,10018.58,21468.14,9859.33,45.93,0.0,Stripe,Delivered,WH-West,USD,1.0,Partner,Google Ads,2023-11-27 00:58:00
ORD-10142,REF-2023-904373,2023-10-28 02:00:00,2023-10-30,CUST-525,Customer_217,Company_180 LLC,Rep_13,Asia Pacific,Japan,Japan_City,PRD-1337,Apple Electronics Model 82,Electronics,Apple,51,764.85,39007.35,7801.47,31205.879999999997,2496.47,26722.05,33702.35,4483.83,13.3,0.0,PayPal,Delivered,WH-Central,USD,1.0,Online,None,2023-10-28 01:01:00
ORD-10143,REF-2023-190400,2023-04-15 04:00:00,2023-04-25,CUST-544,Customer_60,Company_117 LLC,Rep_20,Asia Pacific,Australia,Australia_City,PRD-3493,Logitech Electronics Model 8,Electronics,Logitech,90,661.85,59566.5,0.0,59566.5,4765.32,25206.3,64331.82,34360.2,53.41,0.0,Bank Transfer,Delivered,WH-West,USD,1.0,Online,Google Ads,2023-04-15 03:14:00
ORD-10144,REF-2023-381819,2023-03-12 22:00:00,2023-03-14,CUST-850,Customer_454,Company_31 LLC,Rep_1,Europe,Germany,Germany_City,PRD-2372,Logitech Office Supplies Model 55,Office Supplies,Logitech,22,564.09,12409.98,2482.0,9927.98,794.24,8841.49,10722.22,1086.49,10.13,0.0,Bank Transfer,Delivered,WH-Central,USD,1.0,Online,Referral,2023-03-12 21:30:00
ORD-10145,REF-2023-220936,2023-09-19 11:00:00,2023-09-21,CUST-333,Customer_380,Company_131 LLC,Rep_1,Latin America,Brazil,Brazil_City,PRD-1180,Sony Office Supplies Model 2,Office Supplies,Sony,33,1162.26,38354.58,5753.19,32601.390000000003,2608.11,25684.07,35209.5,6917.32,19.65,0.0,PayPal,Delivered,WH-Central,USD,1.0,Partner,Organic,2023-09-19 10:48:00
ORD-10146,REF-2023-181670,2023-01-19 17:00:00,2023-02-02,CUST-685,Customer_191,Company_31 LLC,Rep_17,Latin America,Brazil,Brazil_City,PRD-3757,Samsung Office Supplies Model 7,Office Supplies,Samsung,54,1374.62,74229.48,3711.47,70518.01,5641.44,37745.93,76159.45,32772.08,43.03,0.0,PayPal,Delivered,WH-Asia,USD,1.0,Online,Referral,2023-01-19 16:55:00
ORD-10147,REF-2023-418672,2023-08-27 09:00:00,2023-09-10,CUST-857,Customer_319,Company_63 LLC,Rep_15,Asia Pacific,Australia,Australia_City,PRD-2508,Microsoft Electronics Model 76,Electronics,Microsoft,2,559.69,1119.38,,1063.41,85.07,700.2,1148.48,363.21,31.63,0.0,Stripe,Processing,WH-West,USD,1.0,Retail,Organic,2023-08-27 08:59:00
ORD-10148,REF-2023-862540,2023-07-29 00:00:00,2023-08-03,CUST-414,Customer_54,Company_53 LLC,Rep_17,Asia Pacific,China,China_City,PRD-1975,IKEA Electronics Model 54,Electronics,IKEA,1,1140.8,1140.8,114.08,1026.72,82.14,843.74,1108.8600000000001,182.98,16.5,0.0,Stripe,Processing,WH-West,USD,1.0,Direct Sales,Google Ads,2023-07-28 23:57:00
ORD-10149,REF-2023-695403,2023-04-29 16:00:00,2023-05-07,CUST-163,Customer_223,Company_170 LLC,Rep_5,Asia Pacific,Australia,Australia_City,PRD-1969,Dell Electronics Model 38,Electronics,Dell,65,208.94,13581.1,1358.11,12222.99,977.84,5838.95,13200.83,6384.04,48.36,0.0,Bank Transfer,Shipped,WH-Europe,USD,1.0,Direct Sales,Email,2023-04-29 15:31:00
ORD-10150,REF-2023-226601,2023-05-20 07:00:00,2023-05-23,CUST-648,Customer_184,Company_198 LLC,Rep_7,Europe,UK,UK_City,PRD-2851,Sony Electronics Model 40,Electronics,Sony,14,254.92,3568.88,356.89,3211.9900000000002,256.96,1875.85,3468.9500000000003,1336.14,38.52,0.0,Stripe,Delivered,WH-East,USD,1.0,Online,Organic,2023-05-20 06:08:00
ORD-10151,REF-2023-151328,2023-12-18 09:00:00,2023-12-31,CUST-793,Customer_154,Company_67 LLC,Rep_6,North America,USA,USA_City,PRD-1127,Sony Office Supplies Model 52,Office Supplies,Sony,12,1069.62,12835.44,641.77,12193.67,975.49,7168.56,13169.16,5025.11,38.16,0.0,Stripe,Delivered,WH-Asia,USD,1.0,Retail,Google Ads,2023-12-18 08:30:00
ORD-10152,REF-2023-776001,2023-02-22 04:00:00,2023-02-25,CUST-186,Customer_299,Company_151 LLC,Rep_9,North America,USA,USA_City,PRD-4757,Sony Furniture Model 10,Furniture,Sony,26,1237.27,32169.02,1608.45,30560.57,2444.85,21698.46,33005.42,8862.11,26.85,0.0,Credit Card,Processing,WH-West,USD,1.0,Partner,Organic,2023-02-22 03:54:00
ORD-10153,REF-2023-547389,2023-06-19 03:00:00,2023-06-21,CUST-276,Customer_182,Company_55 LLC,Rep_6,Latin America,Brazil,Brazil_City,PRD-2126,Herman Miller Furniture Model 36,Furniture,Herman Miller,93,598.55,55665.15,0.0,55665.15,4453.21,30787.94,60118.36,24877.21,41.38,0.0,Stripe,Shipped,WH-East,USD,1.0,Retail,Email,2023-06-19 02:28:00
ORD-10154,REF-2023-651356,2023-07-30 17:00:00,2023-08-08,CUST-355,Customer_323,Company_140 LLC,Rep_1,North America,USA,USA_City,PRD-2566,Herman Miller Office Supplies Model 92,Office Supplies,Herman Miller,18,634.66,11423.88,2284.78,9139.099999999999,731.13,8612.02,9870.229999999998,527.08,5.34,0.0,Bank Transfer,Delivered,WH-Europe,USD,1.0,Direct Sales,None,2023-07-30 16:27:00
ORD-10155,REF-2023-594596,2023-06-14 12:00:00,2023-06-20,CUST-642,Customer_184,Company_197 LLC,Rep_19,Europe,UK,UK_City,PRD-1953,Samsung Office Supplies Model 21,Office Supplies,Samsung,4,1344.69,5378.76,268.94,5109.820000000001,408.79,2277.56,5518.610000000001,2832.26,51.32,0.0,Credit Card,Delivered,WH-West,USD,1.0,Direct Sales,None,2023-06-14 11:07:00
ORD-10156,REF-2023-720298,2023-01-29 07:00:00,2023-02-09,CUST-128,Customer_361,Company_180 LLC,Rep_12,Latin America,Mexico,Mexico_City,PRD-4881,Sony Furniture Model 73,Furniture,Sony,31,892.85,27678.35,5535.67,22142.68,1771.41,18795.0,23914.09,3347.68,14.0,0.0,PayPal,Delivered,WH-West,USD,1.0,Partner,None,2023-01-29 06:40:00
ORD-10157,REF-2023-743966,2023-03-31 15:00:00,2023-04-02,CUST-306,Customer_413,Company_34 LLC,Rep_11,North America,USA,USA_City,PRD-3936,Samsung Furniture Model 23,Furniture,Samsung,3,794.41,2383.23,0.0,2383.23,190.66,1269.53,2573.89,1113.7,43.27,0.0,Bank Transfer,Delivered,WH-West,USD,1.0,Retail,Google Ads,2023-03-31 14:05:00
ORD-10158,REF-2023-867926,2023-09-27 11:00:00,2023-09-30,CUST-547,Customer_406,Company_164 LLC,Rep_16,Asia Pacific,China,China_City,PRD-3659,Dell Software Model 41,Software,Dell,44,459.63,20223.72,0.0,20223.72,1617.9,15983.7,21841.620000000003,4240.02,19.41,0.0,PayPal,Delivered,WH-Asia,USD,1.0,Direct Sales,Organic,2023-09-27 10:17:00
ORD-10159,REF-2023-510623,2023-10-29 05:00:00,2023-11-06,CUST-971,Customer_395,Company_146 LLC,Rep_2,Asia Pacific,China,China_City,PRD-1745,Sony Office Supplies Model 78,Office Supplies,Sony,23,1095.96,25207.08,5041.42,20165.660000000003,1613.25,19648.4,21778.910000000003,517.26,2.38,0.0,Bank Transfer,Shipped,WH-Asia,USD,1.0,Retail,None,2023-10-29 04:53:00
ORD-10160,REF-2023-802571,2023-09-12 04:00:00,2023-09-19,CUST-754,Customer_374,Company_86 LLC,Rep_15,North America,USA,USA_City,PRD-1046,IKEA Office Supplies Model 34,Office Supplies,IKEA,22,957.92,21074.24,0.0,21074.24,1685.94,15356.06,22760.18,5718.18,25.12,0.0,PayPal,Delivered,WH-East,USD,1.0,Direct Sales,Email,2023-09-12 03:09:00
ORD-10161,REF-2023-468292,2023-02-25 23:00:00,2023-02-27,CUST-659,Customer_193,Company_26 LLC,Rep_16,North America,Canada,Canada_City,PRD-4230,Herman Miller Software Model 74,Software,Herman Miller,22,1327.98,29215.56,2921.56,26294.0,2103.52,21990.79,28397.52,4303.21,15.15,0.0,PayPal,Delivered,WH-East,USD,1.0,Online,Email,2023-02-25 22:58:00
ORD-10162,REF-2023-197627,2023-06-13 08:00:00,2023-06-16,CUST-446,Customer_305,Company_158 LLC,Rep_16,North America,Canada,Canada_City,PRD-3885,Herman Miller Furniture Model 4,Furniture,Herman Miller,21,1100.66,23113.86,3467.08,19646.78,1571.74,17953.31,21218.52,1693.47,7.98,0.0,Stripe,Shipped,WH-West,USD,1.0,Partner,Organic,2023-06-13 07:56:00
ORD-10163,REF-2023-676363,2023-02-21 10:00:00,2023-02-26,CUST-960,Customer_252,Company_40 LLC,Rep_2,Europe,Germany,Germany_City,PRD-2477,Logitech Office Supplies Model 1,Office Supplies,Logitech,39,363.95,14194.05,0.0,14194.05,1135.52,7908.37,15329.57,6285.68,41.0,0.0,Stripe,Delivered,WH-Asia,USD,1.0,Partner,Organic,2023-02-21 09:53:00
ORD-10164,REF-2023-793150,2023-01-14 06:00:00,2023-01-18,CUST-371,Customer_47,Company_165 LLC,Rep_18,Asia Pacific,Japan,Japan_City,PRD-2587,Dell Software Model 24,Software,Dell,40,1179.47,47178.8,4717.88,42460.920000000006,3396.87,28101.52,45857.79000000001,14359.4,31.31,0.0,Bank Transfer,Shipped,WH-Central,USD,1.0,Retail,Referral,2023-01-14 05:57:00
ORD-10165,REF-2023-800596,2023-05-15 14:00:00,2023-05-24,CUST-452,Customer_414,Company_139 LLC,Rep_14,Asia Pacific,Japan,Japan_City,PRD-4976,Apple Office Supplies Model 97,Office Supplies,Apple,20,1130.83,22616.6,4523.32,18093.28,1447.46,9921.47,19540.739999999998,8171.81,41.82,0.0,PayPal,Delivered,WH-Europe,USD,1.0,Partner,None,2023-05-15 13:16:00
ORD-10166,REF-2023-939333,2023-09-01 18:00:00,2023-09-06,CUST-685,Customer_347,Company_159 LLC,Rep_5,Latin America,Mexico,Mexico_City,PRD-1492,Herman Miller Electronics Model 97,Electronics,Herman Miller,92,61.75,5681.0,852.15,4828.85,386.31,4318.59,5215.160000000001,510.26,9.78,0.0,Stripe,Delivered,WH-West,USD,1.0,Retail,Organic,2023-09-01 17:51:00
ORD-10167,REF-2023-683390,2023-01-22 13:00:00,2023-01-25,CUST-506,Customer_283,Company_84 LLC,Rep_9,Latin America,Brazil,Brazil_City,PRD-3128,Logitech Furniture Model 59,Furniture,Logitech,41,1367.1,56051.1,0.0,56051.1,4484.09,24371.63,60535.19,31679.47,52.33,0.0,Credit Card,Delivered,WH-Asia,USD,1.0,Partner,Google Ads,2023-01-22 12:33:00
ORD-10168,REF-2023-786594,2023-03-18 04:00:00,2023-03-29,CUST-597,Customer_293,Company_156 LLC,Rep_16,North America,USA,USA_City,PRD-1153,Logitech Electronics Model 23,Electronics,Logitech,69,1321.4,91176.6,9117.66,82058.94,6564.72,46103.87,88623.66,35955.07,40.57,0.0,Bank Transfer,Delivered,WH-Asia,USD,1.0,Partner,Google Ads,2023-03-18 03:34:00
ORD-10169,REF-2023-983788,2023-06-19 22:00:00,2023-06-24,CUST-603,Customer_440,Company_179 LLC,Rep_4,North America,Canada,Canada_City,PRD-4983,IKEA Office Supplies Model 30,Office Supplies,IKEA,3,513.42,1540.26,77.01,1463.25,117.06,807.68,1580.31,655.57,41.48,0.0,PayPal,Delivered,WH-Europe,USD,1.0,Direct Sales,Email,2023-06-19 21:13:00
ORD-10170,REF-2023-960899,2023-08-02 19:00:00,2023-08-14,CUST-157,Customer_264,Company_41 LLC,Rep_3,North America,USA,USA_City,PRD-2274,Samsung Software Model 91,Software,Samsung,53,1114.01,59042.53,8856.38,50186.15,4014.89,44097.42,54201.04,6088.73,11.23,0.0,Stripe,Delivered,WH-Asia,USD,1.0,Online,Organic,2023-08-02 18:47:00
ORD-10171,REF-2023-629663,2023-04-13 01:00:00,2023-04-18,CUST-506,Customer_326,Company_32 LLC,Rep_1,North America,Canada,Canada_City,PRD-1990,IKEA Electronics Model 48,Electronics,IKEA,91,306.67,27906.97,1395.35,26511.620000000003,2120.93,20355.41,28632.550000000003,6156.21,21.5,0.0,Stripe,Delivered,WH-West,USD,1.0,Partner,None,2023-04-13 00:24:00
ORD-10172,REF-2023-917711,2023-06-29 11:00:00,2023-07-03,CUST-319,Customer_439,Company_57 LLC,Rep_8,Asia Pacific,China,China_City,PRD-3775,Logitech Electronics Model 27,Electronics,Logitech,4,585.98,2343.92,0.0,2343.92,187.51,1738.08,2531.4300000000003,605.84,23.93,0.0,Bank Transfer,Delivered,WH-Asia,USD,1.0,Online,Google Ads,2023-06-29 10:29:00
ORD-10173,REF-2023-494763,2023-03-09 20:00:00,2023-03-13,CUST-972,Customer_179,Company_118 LLC,Rep_9,North America,USA,USA_City,PRD-1893,Logitech Office Supplies Model 60,Office Supplies,Logitech,92,1450.87,133480.04,26696.01,106784.03000000001,8542.72,68095.03,115326.75000000001,38689.0,33.55,0.0,Bank Transfer,Delivered,WH-Asia,USD,1.0,Partner,None,2023-03-09 19:53:00
ORD-10174,REF-2023-389913,2023-01-04 16:00:00,2023-01-16,CUST-755,Customer_167,Company_71 LLC,Rep_9,Asia Pacific,China,China_City,PRD-3687,Logitech Office Supplies Model 92,Office Supplies,Logitech,88,171.08,15055.04,0.0,15055.04,1204.4,8047.12,16259.44,7007.92,43.1,0.0,Bank Transfer,Delivered,WH-Asia,USD,1.0,Retail,Google Ads,2023-01-04 15:08:00
ORD-10175,REF-2023-538897,2023-11-04 12:00:00,2023-11-16,CUST-514,Customer_199,Company_189 LLC,Rep_2,Asia Pacific,China,China_City,PRD-3388,Apple Furniture Model 91,Furniture,Apple,84,751.09,63091.56,3154.58,59936.979999999996,4794.96,31783.67,64731.939999999995,28153.31,43.49,0.0,PayPal,Delivered,WH-West,USD,1.0,Partner,Email,2023-11-04 11:27:00
ORD-10176,REF-2023-899977,2023-06-03 05:00:00,2023-06-15,CUST-287,Customer_485,Company_175 LLC,Rep_11,Europe,Germany,Germany_City,PRD-3680,Microsoft Electronics Model 12,Electronics,Microsoft,17,1113.97,18937.49,3787.5,15149.990000000002,1212.0,13698.2,16361.990000000002,1451.79,8.87,0.0,PayPal,Delivered,WH-Central,USD,1.0,Partner,Email,2023-06-03 04:36:00
ORD-10177,REF-2023-303993,2023-05-14 18:00:00,2023-05-20,CUST-612,Customer_62,Company_175 LLC,Rep_13,Latin America,Brazil,Brazil_City,PRD-3170,Apple Software Model 39,Software,Apple,82,879.53,72121.46,10818.22,61303.240000000005,4904.26,30903.06,66207.5,30400.18,45.92,0.0,Stripe,Delivered,WH-West,USD,1.0,Retail,Organic,2023-05-14 17:38:00
ORD-10178,REF-2023-160831,2023-07-29 18:00:00,2023-08-07,CUST-104,Customer_232,Company_71 LLC,Rep_7,Europe,Germany,Germany_City,PRD-4117,Dell Furniture Model 100,Furniture,Dell,63,505.62,31854.06,0.0,31854.06,2548.32,16735.03,34402.380000000005,15119.03,43.95,0.0,PayPal,Delivered,WH-West,USD,1.0,Partner,Google Ads,2023-07-29 17:51:00
ORD-10179,REF-2023-114760,2023-11-11 13:00:00,2023-11-23,CUST-429,Customer_388,Company_136 LLC,Rep_7,Latin America,Mexico,Mexico_City,PRD-1073,Microsoft Software Model 87,Software,Microsoft,50,16.96,848.0,127.2,720.8,57.66,465.76,792.43,241.07,30.42,13.97,Credit Card,Delivered,WH-West,USD,1.0,Retail,Email,2023-11-11 12:40:00
ORD-10180,REF-2023-725339,2023-03-08 03:00:00,2023-03-16,CUST-636,Customer_173,Company_112 LLC,Rep_5,Asia Pacific,Japan,Japan_City,PRD-2403,Apple Electronics Model 63,Electronics,Apple,39,1423.21,55505.19,5550.52,49954.67,3996.37,38361.46,53951.04,11593.21,21.49,0.0,Bank Transfer,Delivered,WH-West,USD,1.0,Partner,Google Ads,2023-03-08 02:45:00
ORD-10181,REF-2023-493417,2023-04-25 23:00:00,2023-04-29,CUST-997,Customer_328,Company_66 LLC,Rep_18,Europe,France,France_City,PRD-3552,Sony Electronics Model 7,Electronics,Sony,16,556.22,8899.52,1779.9,7119.620000000001,569.57,6379.63,7689.1900000000005,739.99,9.62,0.0,Credit Card,Delivered,WH-East,USD,1.0,Online,Google Ads,2023-04-25 22:33:00
ORD-10182,REF-2023-793805,2023-08-16 12:00:00,2023-08-19,CUST-203,Customer_340,Company_134 LLC,Rep_9,Asia Pacific,Australia,Australia_City,PRD-3550,Samsung Furniture Model 78,Furniture,Samsung,89,1031.75,91825.75,0.0,91825.75,7346.06,47790.4,99171.81,44035.35,44.4,0.0,PayPal,Delivered,WH-East,USD,1.0,Online,Email,2023-08-16 11:52:00
ORD-10183,REF-2023-620465,2023-02-24 15:00:00,2023-03-01,CUST-312,Customer_353,Company_124 LLC,Rep_11,Europe,Germany,Germany_City,PRD-1960,IKEA Furniture Model 1,Furniture,IKEA,91,620.54,56469.14,0.0,56469.14,4517.53,23477.74,60986.67,32991.4,54.1,0.0,Credit Card,Delivered,WH-East,USD,1.0,Partner,Organic,2023-02-24 14:54:00
ORD-10184,REF-2023-283188,2023-09-19 02:00:00,2023-10-02,CUST-995,Customer_21,Company_75 LLC,Rep_12,North America,Canada,Canada_City,PRD-4283,Microsoft Furniture Model 87,Furniture,Microsoft,38,403.55,15334.9,0.0,15334.9,1226.79,6746.18,16561.69,8588.72,51.86,0.0,Bank Transfer,Delivered,WH-East,USD,1.0,Online,Google Ads,2023-09-19 01:59:00
ORD-10185,REF-2023-954551,2023-03-12 21:00:00,2023-03-24,CUST-450,Customer_94,Company_30 LLC,Rep_13,Europe,Germany,Germany_City,PRD-2639,Microsoft Office Supplies Model 59,Office Supplies,Microsoft,80,409.78,32782.4,6556.48,26225.920000000002,2098.07,14331.83,28323.99,11894.09,41.99,0.0,Bank Transfer,Shipped,WH-Europe,USD,1.0,Partner,Organic,2023-03-12 20:52:00
ORD-10186,REF-2023-290065,2023-03-09 22:00:00,2023-03-22,CUST-725,Customer_195,Company_200 LLC,Rep_12,North America,USA,USA_City,PRD-3504,Herman Miller Electronics Model 4,Electronics,Herman Miller,76,729.19,55418.44,8312.77,47105.67,3768.45,37205.57,50874.119999999995,9900.1,19.46,0.0,PayPal,Delivered,WH-Europe,USD,1.0,Online,Referral,2023-03-09 21:31:00
ORD-10187,REF-2023-553873,2023-01-24 02:00:00,2023-01-30,CUST-777,Customer_373,Company_64 LLC,Rep_16,Asia Pacific,Japan,Japan_City,PRD-2416,IKEA Furniture Model 85,Furniture,IKEA,67,789.42,52891.14,10578.23,42312.91,3385.03,34236.2,45697.94,8076.71,17.67,0.0,Stripe,Delivered,WH-Asia,USD,1.0,Online,Google Ads,2023-01-24 01:18:00
ORD-10188,REF-2023-333524,2023-03-22 16:00:00,2023-03-31,CUST-663,Customer_330,Company_97 LLC,Rep_13,Latin America,Brazil,Brazil_City,PRD-4346,Microsoft Electronics Model 31,Electronics,Microsoft,42,368.93,15495.06,774.75,14720.31,1177.62,6510.1,15897.93,8210.21,51.64,0.0,Credit Card,Delivered,WH-Asia,USD,1.0,Partner,Google Ads,2023-03-22 15:05:00
ORD-10189,REF-2023-966028,2023-09-13 14:00:00,2023-09-20,CUST-193,Customer_406,Company_155 LLC,Rep_20,North America,Canada,Canada_City,PRD-3611,Dell Electronics Model 39,Electronics,Dell,52,624.38,32467.76,4870.16,27597.6,2207.81,20118.31,29805.41,7479.29,25.09,0.0,PayPal,Delivered,WH-Europe,USD,1.0,Direct Sales,Email,2023-09-13 13:07:00
ORD-10190,REF-2023-332518,2023-01-28 07:00:00,2023-02-06,CUST-102,Customer_175,Company_91 LLC,Rep_10,Asia Pacific,China,China_City,PRD-3243,IKEA Software Model 67,Software,IKEA,92,684.27,62952.84,0.0,62952.84,5036.23,44301.67,67989.06999999999,18651.17,27.43,0.0,Bank Transfer,Delivered,WH-East,USD,1.0,Retail,Referral,2023-01-28 06:51:00
ORD-10191,REF-2023-213000,2023-07-29 03:00:00,2023-08-04,CUST-875,Customer_213,Company_12 LLC,Rep_19,Europe,UK,UK_City,PRD-1504,Herman Miller Electronics Model 99,Electronics,Herman Miller,28,691.0,19348.0,0.0,19348.0,1547.84,13286.57,20895.84,6061.43,29.01,0.0,Stripe,Delivered,WH-Asia,USD,1.0,Retail,Referral,2023-07-29 02:59:00
ORD-10192,REF-2023-729718,2023-09-29 23:00:00,2023-10-01,CUST-720,Customer_452,Company_83 LLC,Rep_17,Latin America,Mexico,Mexico_City,PRD-4610,Sony Furniture Model 50,Furniture,Sony,94,1224.71,115122.74,0.0,115122.74,9209.82,63888.77,124332.56,51233.97,41.21,0.0,Stripe,Processing,WH-West,USD,1.0,Direct Sales,,2023-09-29 22:38:00
ORD-10193,REF-2023-680472,2023-05-31 14:00:00,2023-06-14,CUST-747,Customer_112,Company_52 LLC,Rep_7,Europe,UK,UK_City,PRD-3556,Logitech Software Model 92,Software,Logitech,90,826.23,74360.7,3718.03,70642.67,5651.41,50918.47,76294.08,19724.2,25.85,0.0,Bank Transfer,Delivered,WH-West,USD,1.0,Retail,None,2023-05-31 13:25:00
ORD-10194,REF-2023-988459,2023-12-22 20:00:00,2023-12-29,CUST-532,Customer_414,Company_4 LLC,Rep_17,North America,Canada,Canada_City,PRD-1436,Herman Miller Software Model 4,Software,Herman Miller,87,1124.32,97815.84,14672.38,83143.45999999999,6651.48,50313.65,89794.93999999999,32829.81,36.56,0.0,Stripe,Delivered,WH-East,USD,1.0,Retail,Email,2023-12-22 19:11:00
ORD-10195,REF-2023-574579,2023-03-24 09:00:00,2023-04-05,CUST-204,Customer_316,Company_173 LLC,Rep_18,Asia Pacific,Japan,Japan_City,PRD-4542,Logitech Electronics Model 29,Electronics,Logitech,27,1132.85,30586.95,0.0,30586.95,2446.96,16623.18,33033.91,13963.77,42.27,0.0,Stripe,Delivered,WH-Central,USD,1.0,Online,Referral,2023-03-24 08:35:00
ORD-10196,REF-2023-764575,2023-08-02 21:00:00,2023-08-09,CUST-821,Customer_364,Company_166 LLC,Rep_12,North America,USA,USA_City,PRD-4092,Samsung Office Supplies Model 76,Office Supplies,Samsung,80,1304.59,104367.2,10436.72,93930.48,7514.44,76396.1,101444.92,17534.38,17.28,0.0,PayPal,Delivered,WH-West,USD,1.0,Direct Sales,Referral,2023-08-02 20:48:00
ORD-10197,REF-2023-268746,2023-12-16 02:00:00,2023-12-20,CUST-698,Customer_434,Company_66 LLC,Rep_1,Europe,France,France_City,PRD-2353,Herman Miller Electronics Model 60,Electronics,Herman Miller,6,648.48,3890.88,583.63,3307.25,264.58,1967.6,3571.83,1339.65,37.51,0.0,PayPal,Delivered,WH-Central,USD,1.0,Online,None,2023-12-16 01:06:00
ORD-10198,REF-2023-669460,2023-12-05 09:00:00,2023-12-14,CUST-649,Customer_207,Company_24 LLC,Rep_12,Asia Pacific,Japan,Japan_City,PRD-1906,Samsung Office Supplies Model 28,Office Supplies,Samsung,24,785.7,18856.8,2828.52,16028.279999999999,1282.26,8744.81,17310.539999999997,7283.47,42.08,0.0,Bank Transfer,Delivered,WH-Central,USD,1.0,Retail,None,2023-12-05 08:26:00
ORD-10199,REF-2023-355671,2023-09-01 17:00:00,2023-09-15,CUST-140,Customer_350,Company_83 LLC,Rep_13,North America,USA,USA_City,PRD-4751,Microsoft Office Supplies Model 15,Office Supplies,Microsoft,31,1357.7,42088.7,6313.3,35775.399999999994,2862.03,32300.67,38637.42999999999,3474.73,8.99,0.0,Stripe,Delivered,WH-Central,USD,1.0,Online,None,2023-09-01 16:07:00
ORD-10200,REF-2023-200617,2023-07-11 16:00:00,2023-07-25,CUST-271,Customer_498,Company_198 LLC,Rep_18,Latin America,Mexico,Mexico_City,PRD-3184,Logitech Electronics Model 1,Electronics,Logitech,84,296.84,24934.56,,21194.38,1695.55,10795.12,22889.93,10399.26,45.43,0.0,Credit Card,Delivered,WH-West,USD,1.0,Partner,Google Ads,2023-07-11 15:46:00
ORD-10201,REF-2023-156904,2023-10-03 22:00:00,2023-10-16,CUST-282,Customer_407,Company_65 LLC,Rep_18,Latin America,Brazil,Brazil_City,PRD-1288,Apple Furniture Model 74,Furniture,Apple,59,1078.13,63609.67,0.0,63609.67,5088.77,27670.74,68698.44,35938.93,52.31,0.0,PayPal,Shipped,WH-Europe,USD,1.0,Partner,Referral,2023-10-03 21:19:00
ORD-10202,REF-2023-714054,2023-07-27 13:00:00,2023-08-03,CUST-146,Customer_359,Company_19 LLC,Rep_12,North America,Canada,Canada_City,PRD-4801,Apple Electronics Model 65,Electronics,Apple,83,1083.23,89908.09,0.0,89908.09,7192.65,63150.03,97100.73999999999,26758.06,27.56,0.0,Credit Card,Delivered,WH-Central,USD,1.0,Online,Email,2023-07-27 12:11:00
ORD-10203,REF-2023-764845,2023-08-13 12:00:00,2023-08-21,CUST-247,Customer_153,Company_174 LLC,Rep_12,North America,Canada,Canada_City,PRD-4921,Samsung Furniture Model 2,Furniture,Samsung,18,1122.66,20207.88,3031.18,17176.7,1374.14,10467.51,18550.84,6709.19,36.17,0.0,PayPal,Delivered,WH-East,USD,1.0,Partner,None,2023-08-13 11:24:00
ORD-10204,REF-2023-303765,2023-02-13 09:00:00,2023-02-18,CUST-217,Customer_93,Company_172 LLC,Rep_19,Asia Pacific,Japan,Japan_City,PRD-4490,Sony Software Model 7,Software,Sony,21,284.15,5967.15,895.07,5072.08,405.77,4379.29,5477.85,692.79,12.65,0.0,Stripe,Delivered,WH-East,USD,1.0,Direct Sales,Google Ads,2023-02-13 08:43:00
